index,sample_id,prompt,eval_name,performance,model_response,model_name,cost
50732,mbpp.dev.77,['Write a function to calculate whether the matrix is a magic square.'],mbpp,1.0,"['Here is a function to check if a matrix is a magic square:\n\n```python\ndef is_magic_square(matrix):\n    row_sum = sum(matrix[0]) \n    col_sum = 0\n    diag_sum = 0\n    reverse_diag_sum = 0\n    \n    n = len(matrix)\n    \n    # Check row sums\n    for row in matrix:\n        if sum(row) != row_sum:\n            return False\n            \n    # Check column sums        \n    for col in range(n):\n        for row in range(n):\n            col_sum += matrix[row][col]\n        if col_sum != row_sum:\n            return False\n        col_sum = 0\n            \n    # Check diagonal sums        \n    for i in range(n):\n        diag_sum += matrix[i][i]\n        reverse_diag_sum += matrix[i][n-i-1]\n        \n    if diag_sum != row_sum or reverse_diag_sum != row_sum:\n        return False\n        \n    # All sums are equal, so it is a magic square!\n    return True\n```\n\nThis function does the following:\n\n- Checks if all row sums are equal \n- Checks if all column sums are equal\n- Checks if both diagonal sums are equal\n- Returns True if all sums are equal, False otherwise\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0015003
50733,mbpp.dev.78,['Write a function to find the item with maximum frequency in a given list.'],mbpp,1.0,"['Here is a function to find the item with maximum frequency in a given list:\n\n```python\ndef max_frequency(lst): \n    counter = {}\n    \n    for item in lst:\n        if item in counter:\n            counter[item] += 1\n        else: \n            counter[item] = 1\n            \n    max_count = 0\n    item = None\n    \n    for key in counter:\n        if counter[key] > max_count:\n            max_count = counter[key] \n            item = key\n            \n    return item\n```\n\nIt works as follows:\n\n1. It initializes a counter dictionary to keep track of item frequencies.\n2. It iterates through each item in the list and increments the counter for that item.\n3. It initializes max_count to 0 and item to None.\n4. It iterates through the counter dictionary and keeps track of the maximum count and its corresponding item.\n5. Finally, it returns the item with maximum frequency.\n\nExample:\n```python\nlst = [1, 2, 3, 2, 2, 3, 1]\nprint(max_frequency(lst))\n# 2\n```\n\nTime complexity: O(n) where n is the length of the list.\nSpace complexity: O(n) for the counter dictionary.\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.00152
50734,mbpp.dev.79,['Write a python function to reverse only the vowels of a given string (where y is not a vowel).'],mbpp,1.0,"['Here is a python function to reverse only the vowels of a given string:\n```python\ndef reverse_vowels(s):\n    vowels = [\'a\', \'e\', \'i\', \'o\', \'u\']\n    s = list(s)\n    i = 0 \n    j = len(s)-1\n    while i < j:\n        if s[i].lower() in vowels and s[j].lower() in vowels:\n            s[i], s[j] = s[j], s[i]\n            i += 1\n            j -= 1\n        if s[i].lower() not in vowels:\n            i += 1\n        if s[j].lower() not in vowels:\n            j -= 1\n    return """".join(s)\n```\n\nIt works as follows:\n\n1. It defines a list of vowels \n2. It converts the string to a list \n3. It has two pointers i and j from the beginning and end of the string\n4. It checks if the characters at i and j are vowels \n5. If they are, it swaps them  \n6. It increments/decrements the pointers depending on if the character is a vowel or not\n7. Finally, it joins the list back to a string and returns it.\n\nExample:\n```\nreverse_vowels(""hello"")\n# ""holle""\n\nreverse_vowels(""tomatoes"")\n# ""tomaeatos""\n```\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0017001
50735,mbpp.dev.8,['Write a function to sort a given matrix in ascending order according to the sum of its rows.'],mbpp,1.0,"['Here is a solution:\n```python\ndef sort_matrix(matrix): \n    # Get sum of each row\n    row_sums = [sum(row) for row in matrix]\n    \n    # Get index of rows in ascending order of row sums\n    sorted_indices = sorted(range(len(row_sums)), key=lambda i: row_sums[i])\n    \n    # Reorder rows based on sorted indices\n    sorted_matrix = []\n    for i in sorted_indices:\n        sorted_matrix.append(matrix[i])\n        \n    return sorted_matrix\n```\n\nWe first calculate the sum of each row. Then we sort the indices of the rows based on their row sums using the sorted() function with a key.\n\nThe key function we pass is lambda i: row_sums[i], which sorts based on the row sum at that index.\n\nThen we reorder the rows of the matrix based on the sorted indices, and return the sorted matrix.\n\nTime complexity: O(n^2) where n is the number of rows, due to calculating the row sums.\nSpace complexity: O(1) since no extra space is used.\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0013229
50736,mbpp.dev.80,['Write a function to convert a tuple to a string.'],mbpp,0.0,"['Here is a function to convert a tuple to a string:\n```python\ndef tuple_to_str(t):\n    return str(t).replace("",)"","")"").replace(""("","""")\n```\n\nIt works by calling `str()` on the tuple, which gives a string representation with parentheses and commas. Then it uses `.replace()` to remove the parentheses and convert the trailing comma to a closing parenthesis.\n\nExample:\n```python\ntuple = (1, 2, 3)\nprint(tuple_to_str(tuple))\n# Prints ""1 2 3)""\n```']",claude-instant-v1,0.0006226
50737,mbpp.dev.81,['Write a function to calculate the sum of the negative numbers of a given list of numbers.'],mbpp,1.0,"['Here is the code to calculate the sum of negative numbers in a list:\n\n```python\ndef sum_negative(numbers):\n    total = 0\n    for num in numbers:\n        if num < 0:\n            total += num\n    return total\n```\n\nBreaking it down:\n\n- We initialize a `total` variable to store the running sum, starting at 0.\n- We iterate through each number in the input `numbers` list.\n- If the number is less than 0 (negative), we add it to the `total` sum.\n- We return the final `total` which is the sum of all negative numbers.\n\nExample:\n```python\nsum_negative([1, -2, 3, -4, -5])\n# Returns -11\n```\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0009748
50738,mbpp.dev.82,['Write a function to find the nth hexagonal number.'],mbpp,1.0,"['Here is a function to find the nth hexagonal number:\n\n```python\ndef hexagonal(n):\n    return n * (2 * n - 1)\n```\n\nA hexagonal number is a number that can form the shape of a hexagon. The first few hexagonal numbers are:\n\n1, 6, 17, 34, 55, ...\n\nThey follow the pattern:\n\nn * (2*n - 1)\n\nWhere n is the number of the hexagonal number you want to find.\n\nSo for example:\n\n- hexagonal(1) is 1 \n- hexagonal(2) is 6 \n- hexagonal(3) is 17\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0008481
50739,mbpp.dev.83,['Write a function to find the ratio of zeroes to non-zeroes in an array of integers.'],mbpp,1.0,"['Here is a function to find the ratio of zeroes to non-zeroes in an array of integers:\n\n```python\ndef zero_ratio(nums):\n    zero_count = 0\n    non_zero_count = 0\n    \n    for num in nums:\n        if num == 0:\n            zero_count += 1\n        else:\n            non_zero_count += 1\n            \n    if non_zero_count == 0:\n        return 0\n    \n    return zero_count / non_zero_count\n```\n\nIt iterates through each number in the array. If the number is 0, it increments the zero_count. Otherwise, it increments the non_zero_count. \n\nAt the end, it checks if the non-zero count is 0. If so, it returns 0. Otherwise, it returns the ratio of zero_count to non_zero_count.\n\nYou can use it like this:\n```python\nnums = [0, 1, 2, 0, 0, 3]\nratio = zero_ratio(nums)\nprint(ratio) # 2.0\n```\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0013009
50740,mbpp.dev.84,['Write a python function to check whether the given number can be represented as sum of non-zero powers of 2 or not.'],mbpp,0.0,"['def check_sum_of_powers_of_2(n):\n    if n == 0:\n        return True\n    while n > 1:\n        if n % 2 != 0:\n            return False\n        n = n // 2  \n    return True\n\nThis function checks if the given number n can be represented as sum of non-zero powers of 2. It does the following:\n\n- If n is 0, then it can trivially be represented as sum of powers of 2, so we return True.\n- While n is greater than 1:\n    - If n is odd, then it cannot be represented as sum of powers of 2, so we return False.\n    - Otherwise, we divide n by 2.\n- If after dividing n by 2 repeatedly, n becomes 1, then it means n can be represented as sum of powers of 2, so we return True.\n\nTime complexity: O(logn) as we divide n by 2 repeatedly.\nSpace complexity: O(1) as we use only constants.\n\nExamples:\ncheck_sum_of_powers_of_2(8) # True\ncheck_sum_of_powers_of_2(5) # False\ncheck_sum_of_powers_of_2(0) # True']",claude-instant-v1,0.00147
50741,mbpp.dev.85,['Write a function to find the circumference of a circle.'],mbpp,1.0,"['Here is a function to find the circumference of a circle:\n\n```python\nimport math\n\ndef circumference(radius):\n    return 2 * math.pi * radius\n```\n\nWe import the math module to access pi. \nThe circumference of a circle is calculated as:\n\nC = 2 * π * r\n\nWhere r is the radius of the circle.\n\nSo the function takes the radius as an argument, and returns the circumference by multiplying 2, pi and the radius.']",claude-instant-v1,0.0005401
50742,mbpp.dev.86,['Write a function to flatten the list of lists into a single set of numbers.'],mbpp,0.0,"['Here is a function to flatten a list of lists into a single list of numbers:\n\n```python\ndef flatten(lists):\n    result = []\n    for l in lists:\n        result.extend(l)  \n    return result\n```\n\nIt works by:\n\n- Initializing an empty result list \n- Iterating through each list in the input lists \n- Using `extend()` to add all the elements of that list to the result \n- Returning the final result\n\nFor example:\n```python\nlists = [[1, 2], [3, 4], [5, 6]]\nflatten(lists)\n# [1, 2, 3, 4, 5, 6]\n```\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0008891
50743,mbpp.dev.87,['Write a function to sort a list of elements.'],mbpp,1.0,"['Here is a function to sort a list of elements in Python:\n\n```python\ndef sort_list(lst): \n    return sorted(lst)\n```\n\nThis uses the built-in `sorted()` function to sort the list.\n\nYou can also sort the list in-place using the `list.sort()` method:\n\n```python\ndef sort_list(lst):\n    lst.sort()\n    return lst\n```\n\nThis will sort the list and return the sorted list.\n\nUsage:\n```python\nunsorted = [3, 2, 1, 4]\nsorted_list = sort_list(unsorted)\nprint(sorted_list)\n# [1, 2, 3, 4]\n```\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0008355
50744,mbpp.dev.88,['Write a function to count number items that are identical in the same position of three given lists.'],mbpp,1.0,"['def count_identical(list1, list2, list3):\n    count = 0\n    for i in range(len(list1)):\n        if list1[i] == list2[i] == list3[i]:\n            count += 1\n    return count\n\nTest cases:\nprint(count_identical([1,2,3], [1,2,3], [1,2,3]))\n# 3\n\nprint(count_identical([1,2,2], [1,2,3], [1,2,3]))  \n# 1\n\nprint(count_identical([1,2,3], [2,1,3], [3,2,1]))\n# 0\n\nThe function works by:\n\n- Iterating through the indices of the first list using range(len(list1))\n- Checking if the items at the same index in all 3 lists are identical using list1[i] == list2[i] == list3[i] \n- Incrementing the count if they are identical  \n- Returning the final count\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0012844
